下料批次号,零件号,num,polygon,允许旋转角度,面料号
L0002,s000266,1,"[[178000.0, 2000.0], [178000.0, 2040.0], [177700.0, 2040.0], [177700.0, 2000.0], [178000.0, 2000.0]]","0, 180",M0002
L0002,s000267,1,"[[178000.0, 3000.0], [178000.0, 3207.1], [177838.0, 3207.1], [177838.0, 3000.0], [178000.0, 3000.0]]","0, 180",M0002
L0002,s000268,1,"[[180000.0, 1000.0], [179983.8, 1172.5], [179964.9, 1175.7], [179961.5, 1176.3], [179958.9, 1176.8], [179956.2, 1177.2], [179950.5, 1178.2], [179943.6, 1179.3], [179936.8, 1180.3], [179935.1, 1180.6], [179931.1, 1181.1], [179927.0, 1181.6], [179922.7, 1182.1], [179919.9, 1182.3], [179916.9, 1182.5], [179913.3, 1182.6], [179910.5, 1182.6], [179907.5, 1182.4], [179903.2, 1181.9], [179898.5, 1181.0], [179895.6, 1180.2], [179892.7, 1179.3], [179888.2, 1177.3], [179884.3, 1175.3], [179880.4, 1172.7], [179877.8, 1170.6], [179875.2, 1168.2], [179871.7, 1164.1], [179868.7, 1159.7], [179866.2, 1155.0], [179864.4, 1150.2], [179863.4, 1146.9], [179862.8, 1143.7], [179862.3, 1140.3], [179862.0, 1137.2], [179861.9, 1133.0], [179861.9, 1129.3], [179862.1, 1125.9], [179862.6, 1119.8], [179863.2, 1114.0], [179863.6, 1110.5], [179865.2, 1092.0], [179866.2, 1080.2], [179868.0, 1060.3], [179869.5, 1044.8], [179871.2, 1026.6], [179872.3, 1014.1], [179873.6, 1001.4], [179873.7, 999.8], [179874.6, 992.4], [179875.1, 988.5], [179875.7, 984.4], [179876.1, 982.2], [179876.4, 980.6], [179876.8, 978.9], [179877.8, 975.2], [179878.9, 971.8], [179880.4, 968.3], [179882.0, 965.2], [179883.9, 962.2], [179886.3, 958.9], [179889.1, 955.8], [179892.8, 952.4], [179896.9, 949.4], [179898.8, 948.3], [179900.6, 947.4], [179903.1, 946.2], [179905.4, 945.2], [179907.2, 944.5], [179909.2, 943.8], [179912.6, 942.7], [179916.6, 941.8], [179920.4, 941.2], [179924.0, 940.8], [179927.8, 940.7], [179931.2, 940.6], [179934.3, 940.7], [179937.3, 940.8], [179947.6, 941.0], [179957.6, 941.1], [179975.7, 941.1], [179977.9, 941.0], [180005.6, 940.7], [180000.0, 1000.0]]","0, 180",M0002
L0002,s000269,1,"[[180000.0, 2000.0], [180000.0, 2182.1], [179919.8, 2182.1], [179919.8, 2000.0], [180000.0, 2000.0]]","0, 180",M0002
L0002,s000270,1,"[[180000.0, 3000.0], [179998.8, 3005.3], [179998.0, 3008.8], [179996.5, 3016.2], [179995.1, 3023.7], [179993.6, 3033.0], [179991.9, 3046.5], [179990.7, 3059.6], [179990.1, 3069.5], [179989.7, 3077.5], [179989.5, 3081.6], [179989.3, 3085.9], [179989.1, 3088.3], [179989.0, 3090.9], [179988.9, 3093.3], [179988.7, 3095.4], [179988.7, 3097.3], [179988.6, 3098.8], [179988.6, 3102.2], [179988.7, 3104.0], [179988.7, 3106.0], [179988.8, 3108.2], [179988.9, 3110.6], [179989.1, 3113.1], [179989.2, 3115.5], [179989.4, 3119.8], [179989.6, 3123.9], [179990.0, 3131.9], [179990.3, 3136.9], [179990.6, 3141.8], [179991.7, 3155.0], [179993.3, 3168.4], [179994.7, 3177.7], [179996.1, 3185.2], [179997.6, 3192.7], [179998.4, 3196.1], [179999.6, 3201.4], [180001.0, 3207.4], [180002.5, 3213.2], [180004.3, 3219.8], [180006.1, 3225.2], [180007.9, 3230.5], [180012.2, 3241.6], [180014.1, 3246.2], [180016.5, 3252.3], [180017.9, 3255.5], [180019.2, 3258.8], [180026.0, 3275.1], [179946.3, 3346.7], [179875.5, 3318.8], [179878.5, 3299.1], [179879.0, 3296.6], [179879.5, 3292.7], [179880.1, 3288.7], [179880.7, 3285.1], [179881.2, 3281.5], [179881.9, 3276.6], [179882.6, 3270.9], [179883.4, 3264.1], [179884.0, 3257.5], [179884.4, 3252.2], [179884.8, 3245.6], [179885.0, 3241.5], [179885.1, 3236.7], [179885.1, 3231.3], [179885.0, 3228.6], [179884.7, 3224.2], [179884.1, 3219.6], [179883.0, 3212.5], [179882.1, 3207.7], [179881.2, 3202.6], [179879.7, 3193.5], [179877.7, 3180.3], [179876.5, 3169.8], [179875.1, 3156.4], [179874.4, 3146.6], [179874.0, 3141.7], [179873.4, 3133.2], [179872.9, 3122.3], [179872.7, 3114.5], [179872.6, 3107.5], [179872.5, 3100.7], [179872.5, 3098.6], [179872.6, 3096.8], [179872.6, 3091.7], [179872.7, 3086.4], [179873.0, 3078.6], [179873.6, 3067.7], [179874.2, 3059.2], [179874.6, 3054.3], [179875.4, 3044.5], [179876.7, 3031.1], [179878.1, 3020.7], [179880.1, 3007.5], [179881.7, 2998.3], [179882.6, 2993.3], [179883.4, 2988.4], [179884.6, 2981.4], [179885.2, 2976.8], [179885.5, 2972.4], [179885.7, 2969.7], [179885.7, 2964.3], [179885.6, 2959.5], [179885.4, 2955.4], [179885.0, 2948.8], [179884.6, 2943.5], [179884.1, 2936.9], [179883.4, 2930.0], [179882.6, 2924.4], [179882.0, 2919.5], [179880.9, 2912.2], [179880.1, 2906.8], [179879.4, 2901.8], [179876.4, 2882.1], [179947.3, 2854.4], [180026.7, 2926.4], [180019.9, 2942.7], [180018.5, 2946.0], [180016.5, 2950.7], [180014.7, 2955.3], [180012.8, 2959.9], [180010.6, 2965.4], [180008.5, 2971.0], [180006.6, 2976.3], [180004.8, 2981.7], [180002.9, 2988.3], [180001.5, 2994.1], [180000.0, 3000.0]]","0, 180",M0002
L0002,s000271,1,"[[182000.0, 1000.0], [182016.7, 997.8], [182044.1, 994.5], [182071.4, 991.3], [182118.7, 986.0], [182165.0, 980.9], [182183.2, 978.9], [182201.5, 977.1], [182218.3, 975.8], [182233.7, 975.0], [182253.3, 974.1], [182263.1, 973.8], [182272.9, 973.7], [182288.8, 973.7], [182304.7, 973.9], [182331.3, 974.2], [182344.4, 974.6], [182357.5, 975.1], [182372.3, 976.1], [182393.9, 977.6], [182415.4, 979.4], [182437.4, 981.6], [182459.3, 983.9], [182475.0, 985.5], [182490.7, 987.2], [182506.5, 989.3], [182522.3, 991.6], [182553.1, 996.7], [182587.5, 1002.8], [182606.4, 1006.1], [182615.8, 1007.7], [182625.0, 1009.3], [182640.7, 1011.1], [182655.2, 1007.1], [182659.7, 1007.8], [182663.9, 1008.4], [182668.0, 1009.0], [182672.0, 1009.6], [182677.9, 1010.5], [182683.9, 1011.4], [182696.1, 1013.2], [182703.8, 1014.3], [182709.6, 1015.2], [182711.5, 1015.5], [182719.1, 1016.9], [182726.6, 1018.5], [182734.1, 1020.3], [182741.6, 1022.2], [182762.0, 1027.5], [182772.3, 1030.1], [182782.7, 1032.7], [182791.7, 1034.9], [182800.8, 1037.0], [182809.9, 1039.1], [182818.9, 1041.2], [182827.8, 1043.2], [182836.4, 1045.1], [182844.7, 1046.9], [182852.6, 1048.6], [182849.3, 1061.2], [182846.0, 1073.6], [182839.4, 1098.1], [182831.8, 1124.4], [182823.8, 1150.8], [182815.9, 1175.9], [182812.1, 1188.3], [182808.3, 1200.6], [182805.5, 1210.0], [182802.7, 1219.5], [182799.9, 1229.2], [182798.5, 1234.2], [182797.0, 1239.4], [182773.5, 1242.1], [182765.6, 1238.2], [182757.7, 1233.9], [182749.8, 1229.3], [182742.1, 1224.6], [182730.8, 1217.6], [182719.5, 1210.8], [182705.4, 1202.9], [182691.0, 1195.2], [182676.6, 1187.9], [182662.2, 1180.8], [182645.8, 1184.7], [182630.2, 1178.4], [182627.2, 1177.4], [182624.0, 1176.3], [182617.3, 1174.1], [182610.2, 1172.0], [182603.0, 1170.2], [182599.1, 1169.4], [182595.3, 1168.7], [182587.5, 1167.8], [182585.8, 1167.6], [182580.4, 1167.2], [182577.6, 1167.1], [182574.9, 1167.1], [182572.2, 1167.3], [182569.5, 1167.7], [182566.7, 1168.2], [182564.1, 1168.9], [182561.2, 1169.8], [182558.6, 1171.1], [182556.9, 1172.0], [182555.4, 1173.2], [182552.6, 1175.8], [182550.5, 1178.5], [182548.8, 1181.4], [182547.2, 1184.8], [182546.1, 1188.5], [182545.3, 1191.8], [182544.6, 1195.1], [182544.1, 1198.4], [182543.6, 1201.3], [182534.9, 1199.4], [182525.9, 1197.3], [182516.6, 1195.2], [182507.3, 1193.2], [182495.8, 1190.6], [182493.3, 1190.1], [182479.4, 1187.1], [182463.5, 1183.9], [182455.4, 1182.4], [182447.4, 1181.1], [182433.8, 1179.1], [182420.2, 1177.3], [182409.9, 1176.0], [182404.8, 1175.4], [182399.6, 1174.9], [182390.5, 1174.5], [182381.4, 1174.3], [182372.6, 1174.4], [182363.7, 1174.5], [182355.6, 1174.8], [182347.5, 1175.3], [182340.4, 1176.0], [182333.3, 1176.9], [182320.3, 1178.8], [182307.2, 1180.7], [182292.8, 1182.8], [182278.4, 1184.9], [182263.4, 1187.1], [182250.6, 1188.9], [182237.8, 1190.5], [182223.6, 1192.3], [182208.5, 1194.0], [182193.4, 1195.3], [182166.7, 1197.1], [182152.2, 1198.4], [182137.7, 1199.5], [182120.2, 1200.6], [182102.8, 1201.3], [182086.2, 1201.8], [182069.6, 1202.3], [182052.7, 1203.0], [182044.2, 1203.3], [182035.5, 1203.5], [182022.5, 1203.8], [182009.5, 1203.9], [181985.0, 1203.9], [181960.9, 1005.1], [181988.8, 1001.4], [182000.0, 1000.0]]","0, 180",M0002
L0002,s000272,1,"[[182000.0, 2000.0], [182000.0, 2105.0], [181895.0, 2105.0], [181895.0, 2000.0], [182000.0, 2000.0]]","0, 180",M0002
L0002,s000273,1,"[[182000.0, 3000.0], [181992.0, 3000.5], [181984.3, 3001.3], [181969.0, 3003.1], [181953.7, 3005.3], [181910.7, 3011.7], [181893.9, 3014.3], [181846.5, 3022.0], [181799.1, 3029.8], [181751.5, 3037.5], [181727.6, 3041.2], [181703.5, 3044.8], [181688.2, 3047.0], [181680.7, 3048.0], [181673.2, 3048.8], [181667.8, 3049.4], [181662.2, 3049.9], [181656.5, 3050.4], [181650.5, 3050.9], [181648.2, 3032.9], [181646.0, 3014.6], [181643.8, 2996.0], [181641.7, 2977.4], [181640.1, 2960.9], [181638.6, 2944.5], [181636.0, 2912.0], [181635.2, 2901.7], [181634.5, 2891.4], [181633.9, 2880.9], [181633.4, 2870.1], [181633.2, 2860.0], [181633.1, 2849.9], [181633.0, 2845.0], [181632.9, 2840.2], [181632.9, 2835.7], [181632.8, 2831.5], [181632.7, 2828.5], [181632.5, 2825.3], [181632.5, 2823.6], [181632.4, 2821.7], [181632.3, 2819.6], [181632.2, 2817.3], [181636.2, 2817.2], [181643.8, 2817.2], [181647.3, 2817.1], [181654.2, 2817.1], [181661.0, 2817.0], [181707.0, 2817.0], [181729.3, 2817.1], [181751.4, 2817.1], [181771.1, 2817.2], [181791.0, 2817.5], [181806.3, 2818.1], [181821.6, 2818.8], [181841.3, 2819.4], [181860.9, 2820.2], [181872.4, 2820.8], [181883.8, 2821.5], [181906.7, 2823.1], [181927.4, 2824.6], [181948.1, 2826.1], [181973.7, 2828.4], [181999.3, 2830.7], [182025.2, 2832.8], [182061.3, 2836.0], [182099.8, 2839.6], [182124.3, 2841.9], [182138.6, 2843.2], [182152.9, 2844.5], [182167.1, 2846.0], [182181.4, 2847.6], [182182.4, 2856.0], [182181.9, 2858.3], [182181.3, 2860.5], [182180.3, 2864.6], [182178.7, 2870.6], [182177.3, 2876.7], [182176.2, 2882.9], [182175.5, 2889.0], [182175.0, 2895.7], [182174.9, 2899.3], [182174.8, 2902.4], [182174.7, 2907.3], [182174.8, 2912.3], [182175.4, 2918.3], [182176.4, 2924.2], [182178.0, 2931.1], [182180.1, 2937.9], [182182.3, 2943.7], [182184.8, 2949.4], [182186.8, 2953.4], [182189.0, 2957.4], [182191.3, 2961.2], [182193.9, 2965.0], [182196.2, 2967.9], [182198.6, 2970.8], [182203.9, 2976.3], [182208.6, 2980.7], [182213.4, 2984.8], [182218.4, 2988.6], [182223.6, 2992.2], [182231.1, 2997.0], [182234.8, 2999.3], [182238.3, 3001.4], [182236.6, 3014.3], [182227.3, 3013.8], [182218.2, 3013.2], [182200.0, 3011.9], [182180.4, 3010.5], [182160.8, 3008.8], [182141.8, 3007.1], [182125.2, 3005.2], [182108.6, 3003.3], [182092.9, 3001.7], [182077.1, 3000.5], [182065.8, 2999.9], [182054.5, 2999.5], [182041.0, 2999.1], [182027.5, 2998.9], [182019.7, 2998.9], [182012.0, 2999.1], [182006.0, 2999.6], [182000.0, 3000.0]]","0, 180",M0002
L0002,s000274,1,"[[184000.0, 1000.0], [184000.0, 1200.0], [183930.0, 1200.0], [183930.0, 1000.0], [184000.0, 1000.0]]","0, 180",M0002
L0002,s000275,1,"[[184000.0, 2000.0], [183930.0, 2000.0], [183930.0, 1800.0], [184000.0, 1800.0], [184000.0, 2000.0]]","0, 180",M0002
L0002,s000276,1,"[[184000.0, 3000.0], [184000.0, 3140.0], [183930.0, 3140.0], [183930.0, 3000.0], [184000.0, 3000.0]]","0, 180",M0002
L0002,s000277,1,"[[186000.0, 1000.0], [185887.6, 939.2], [185887.5, 926.2], [185990.8, 850.4], [186006.9, 838.6], [186008.2, 839.9], [186009.7, 841.1], [186011.1, 842.1], [186012.9, 842.9], [186013.6, 845.2], [186014.8, 848.3], [186016.0, 851.0], [186017.3, 853.7], [186018.6, 856.2], [186020.0, 858.7], [186022.3, 862.0], [186024.7, 865.2], [186028.3, 869.6], [186032.0, 873.6], [186035.9, 877.4], [186040.0, 880.8], [186044.3, 884.0], [186048.1, 886.8], [186052.1, 889.6], [186051.0, 891.9], [186049.9, 894.1], [186048.0, 898.3], [186045.6, 904.5], [186043.5, 910.8], [186042.6, 914.0], [186041.9, 917.2], [186041.1, 925.2], [186040.9, 928.5], [186040.7, 931.8], [186040.7, 935.6], [186040.8, 939.4], [186041.2, 944.8], [186041.6, 947.5], [186042.1, 950.2], [186043.6, 955.0], [186045.3, 959.2], [186047.2, 963.4], [186049.8, 968.6], [186052.6, 973.5], [186054.4, 976.4], [186055.3, 978.0], [186056.4, 979.7], [186053.2, 980.9], [186050.1, 982.2], [186046.5, 984.0], [186043.0, 986.0], [186037.8, 989.3], [186033.1, 992.8], [186030.8, 994.6], [186028.7, 996.6], [186026.7, 998.6], [186024.8, 1000.8], [186021.4, 1005.0], [186017.6, 1009.5], [186000.0, 1000.0]]","0, 180",M0002
L0002,s000278,1,"[[186000.0, 2000.0], [186000.0, 2140.0], [185930.0, 2140.0], [185930.0, 2000.0], [186000.0, 2000.0]]","0, 180",M0002
L0002,s000279,1,"[[186000.0, 3000.0], [186000.6, 2807.3], [186005.4, 2807.5], [186009.8, 2807.7], [186013.9, 2807.9], [186017.7, 2808.1], [186021.3, 2808.3], [186024.6, 2808.5], [186027.7, 2808.6], [186030.5, 2808.8], [186033.3, 2808.9], [186035.9, 2809.0], [186040.7, 2809.3], [186045.4, 2809.5], [186050.0, 2809.7], [186054.8, 2809.9], [186059.7, 2810.1], [186064.8, 2810.3], [186070.1, 2810.6], [186075.6, 2810.8], [186081.2, 2811.1], [186092.7, 2811.5], [186104.8, 2812.1], [186117.2, 2812.6], [186130.0, 2813.1], [186143.0, 2813.7], [186156.2, 2814.3], [186169.6, 2814.9], [186196.5, 2816.1], [186209.9, 2816.8], [186223.1, 2817.5], [186236.1, 2818.2], [186248.9, 2818.9], [186260.5, 2819.5], [186272.0, 2820.0], [186283.6, 2820.3], [186295.4, 2820.2], [186307.1, 2819.8], [186318.8, 2819.2], [186329.1, 2818.4], [186339.4, 2817.4], [186349.7, 2816.2], [186359.9, 2814.9], [186373.7, 2812.8], [186387.5, 2810.5], [186401.2, 2807.8], [186414.9, 2804.8], [186433.6, 2800.3], [186452.2, 2795.4], [186462.3, 2792.6], [186488.1, 2785.2], [186513.9, 2777.8], [186521.0, 2775.7], [186528.2, 2773.6], [186540.2, 2769.6], [186552.2, 2765.4], [186563.3, 2761.8], [186574.5, 2758.5], [186596.6, 2752.4], [186600.4, 2763.9], [186602.7, 2763.5], [186604.7, 2763.2], [186606.5, 2762.8], [186608.2, 2762.5], [186611.3, 2762.0], [186614.3, 2761.5], [186618.3, 2760.8], [186622.5, 2760.0], [186631.5, 2758.6], [186640.9, 2757.1], [186650.3, 2755.6], [186656.6, 2754.7], [186662.8, 2753.8], [186675.0, 2751.8], [186684.9, 2749.8], [186694.7, 2747.6], [186710.0, 2743.8], [186725.3, 2739.9], [186734.9, 2737.4], [186744.5, 2734.9], [186753.9, 2732.5], [186763.0, 2730.1], [186786.8, 2730.3], [186787.7, 2734.9], [186788.6, 2739.3], [186790.3, 2747.7], [186793.0, 2759.3], [186795.8, 2771.0], [186799.0, 2783.3], [186802.2, 2795.5], [186806.1, 2810.0], [186810.0, 2824.3], [186815.2, 2842.0], [186817.9, 2850.9], [186820.7, 2860.0], [186825.8, 2875.4], [186830.9, 2890.9], [186833.5, 2898.4], [186836.0, 2905.8], [186838.4, 2912.8], [186840.7, 2919.5], [186837.9, 2922.2], [186835.3, 2925.0], [186833.0, 2927.9], [186831.0, 2930.9], [186828.7, 2934.5], [186826.7, 2938.2], [186824.7, 2942.5], [186823.2, 2946.9], [186822.1, 2950.6], [186821.2, 2954.3], [186819.9, 2961.7], [186818.4, 2972.9], [186817.5, 2984.1], [186817.0, 2995.7], [186816.8, 3001.5], [186816.7, 3007.4], [186816.6, 3014.7], [186816.6, 3016.1], [186816.5, 3022.0], [186816.4, 3028.9], [186816.3, 3031.2], [186816.3, 3035.3], [186816.2, 3037.6], [186816.2, 3040.0], [186816.1, 3042.7], [186816.1, 3044.3], [186816.0, 3046.1], [186807.2, 3046.6], [186798.7, 3047.0], [186790.4, 3047.5], [186782.0, 3047.9], [186771.9, 3048.4], [186761.6, 3048.9], [186751.3, 3049.3], [186741.0, 3049.5], [186726.0, 3049.5], [186711.0, 3049.3], [186692.6, 3049.2], [186674.3, 3049.0], [186653.2, 3048.3], [186632.0, 3047.3], [186613.8, 3046.2], [186595.6, 3045.0], [186550.7, 3042.1], [186523.9, 3040.2], [186502.6, 3038.8], [186481.2, 3037.5], [186460.7, 3036.0], [186450.6, 3035.3], [186440.7, 3034.6], [186433.8, 3034.0], [186426.8, 3033.5], [186419.6, 3033.0], [186415.8, 3032.7], [186411.9, 3032.4], [186388.2, 3016.0], [186384.7, 3015.9], [186381.0, 3015.8], [186373.4, 3015.6], [186365.4, 3015.4], [186361.5, 3015.3], [186357.2, 3015.2], [186348.9, 3015.0], [186340.8, 3014.9], [186332.9, 3014.7], [186325.4, 3014.6], [186000.0, 3014.6], [186000.0, 3000.0]]","0, 180",M0002
L0002,s000280,1,"[[188000.0, 1000.0], [188022.7, 998.6], [188057.7, 996.2], [188087.7, 994.3], [188117.8, 992.5], [188155.3, 990.0], [188168.7, 989.0], [188187.5, 987.6], [188206.4, 986.0], [188236.8, 983.3], [188270.7, 980.0], [188287.6, 978.4], [188304.6, 977.0], [188325.5, 975.4], [188335.9, 974.5], [188346.4, 973.3], [188347.7, 973.1], [188354.6, 972.1], [188361.4, 971.1], [188366.6, 970.4], [188372.0, 969.8], [188379.1, 969.0], [188382.6, 968.6], [188385.9, 968.2], [188390.8, 969.5], [188572.7, 1017.0], [188572.3, 1020.1], [188571.8, 1023.3], [188571.3, 1026.8], [188570.8, 1030.4], [188568.6, 1045.2], [188568.5, 1045.8], [188567.8, 1051.2], [188567.0, 1057.0], [188565.6, 1067.3], [188564.4, 1077.7], [188563.2, 1087.6], [188562.2, 1097.6], [188562.0, 1099.9], [188561.2, 1109.7], [188560.3, 1122.5], [188559.7, 1135.0], [188559.3, 1153.9], [188559.3, 1172.0], [188559.5, 1190.1], [188559.5, 1194.5], [188559.6, 1198.8], [188559.7, 1202.9], [188559.7, 1206.7], [188556.5, 1206.9], [188553.2, 1207.1], [188546.2, 1207.6], [188531.8, 1208.4], [188523.2, 1208.8], [188514.8, 1209.1], [188499.1, 1209.7], [188483.3, 1210.1], [188467.4, 1210.7], [188451.6, 1211.4], [188430.1, 1212.7], [188419.5, 1213.5], [188409.5, 1214.6], [188405.5, 1215.2], [188404.6, 1215.3], [188399.6, 1216.2], [188393.4, 1217.5], [188387.2, 1219.2], [188384.2, 1220.2], [188381.2, 1221.4], [188378.4, 1222.6], [188375.6, 1223.9], [188373.0, 1225.4], [188370.4, 1227.1], [188367.2, 1229.9], [188364.3, 1232.7], [188362.8, 1234.6], [188361.5, 1236.6], [188359.2, 1240.9], [188357.2, 1245.6], [188355.5, 1250.4], [188330.7, 1247.2], [188306.1, 1244.1], [188280.7, 1241.1], [188255.1, 1238.2], [188208.1, 1233.3], [188191.8, 1231.6], [188175.4, 1230.1], [188165.0, 1229.2], [188154.5, 1228.4], [188143.0, 1227.3], [188128.1, 1226.1], [188113.3, 1225.1], [188070.9, 1222.5], [188028.5, 1220.2], [187999.0, 1218.6], [187974.9, 1217.4], [187950.7, 1216.3], [187896.7, 1214.3], [187834.5, 1212.3], [187802.2, 1211.3], [187746.4, 1209.6], [187690.6, 1207.9], [187675.4, 1207.5], [187660.3, 1207.2], [187647.1, 1207.1], [187625.5, 1207.1], [187617.0, 1207.2], [187599.7, 1207.3], [187582.3, 1207.4], [187565.1, 1207.5], [187556.7, 1207.6], [187548.5, 1207.7], [187540.5, 1207.8], [187532.8, 1207.9], [187525.4, 1207.9], [187518.4, 1208.0], [187511.8, 1208.1], [187505.6, 1208.2], [187504.6, 1009.6], [187513.5, 1009.9], [187522.6, 1010.1], [187531.8, 1010.4], [187541.2, 1010.6], [187560.1, 1011.0], [187579.0, 1011.1], [187594.2, 1011.1], [187609.4, 1011.0], [187639.5, 1010.7], [187674.2, 1010.4], [187691.5, 1010.1], [187708.8, 1009.7], [187737.0, 1009.1], [187765.2, 1008.3], [187788.0, 1007.5], [187810.7, 1006.6], [187832.1, 1006.1], [187853.5, 1005.6], [187878.2, 1004.8], [187902.8, 1003.8], [187944.0, 1002.3], [187972.0, 1001.3], [188000.0, 1000.0]]","0, 180",M0002
L0002,s000281,1,"[[188000.0, 2000.0], [188008.4, 2000.0], [188039.7, 2000.2], [188057.9, 2000.3], [188076.1, 2000.7], [188090.2, 2001.2], [188104.2, 2001.9], [188122.3, 2002.5], [188140.3, 2003.2], [188154.7, 2004.1], [188169.1, 2005.1], [188191.4, 2006.7], [188204.8, 2007.8], [188218.1, 2009.1], [188240.0, 2011.4], [188250.9, 2012.6], [188261.9, 2013.6], [188286.5, 2015.4], [188301.7, 2016.5], [188303.6, 2016.6], [188320.7, 2018.0], [188357.3, 2021.0], [188379.9, 2023.0], [188393.1, 2024.0], [188406.4, 2025.1], [188419.5, 2026.4], [188432.7, 2027.8], [188433.9, 2036.2], [188433.5, 2037.8], [188433.1, 2039.3], [188432.4, 2042.1], [188431.2, 2046.3], [188430.2, 2050.7], [188429.4, 2054.9], [188428.8, 2059.2], [188428.4, 2063.3], [188428.1, 2067.3], [188428.1, 2072.4], [188428.3, 2075.4], [188428.8, 2079.9], [188429.6, 2084.3], [188431.0, 2089.5], [188432.6, 2094.5], [188434.4, 2098.8], [188436.4, 2103.1], [188439.7, 2109.0], [188441.5, 2111.9], [188443.4, 2114.7], [188447.1, 2119.1], [188451.2, 2123.1], [188455.9, 2127.0], [188460.8, 2130.6], [188465.9, 2134.0], [188471.1, 2137.1], [188477.0, 2140.4], [188482.9, 2143.5], [188481.5, 2156.3], [188474.3, 2155.7], [188467.0, 2155.0], [188452.2, 2153.5], [188439.6, 2152.0], [188427.1, 2150.4], [188412.6, 2148.3], [188398.1, 2145.9], [188382.0, 2142.9], [188366.0, 2139.7], [188350.7, 2136.9], [188335.5, 2134.2], [188323.5, 2132.2], [188311.6, 2130.3], [188299.6, 2128.6], [188287.6, 2127.2], [188275.1, 2126.0], [188262.5, 2125.3], [188251.7, 2125.1], [188240.8, 2125.2], [188230.0, 2125.6], [188219.2, 2126.2], [188199.6, 2127.6], [188180.0, 2129.1], [188127.3, 2132.9], [188077.6, 2136.2], [188060.1, 2137.4], [188042.5, 2138.6], [188024.9, 2139.4], [188016.1, 2139.7], [188007.3, 2139.8], [187997.3, 2139.8], [187987.4, 2139.7], [187972.3, 2139.9], [187966.2, 2140.1], [187959.9, 2140.2], [187951.6, 2140.3], [187943.3, 2140.2], [187939.3, 2140.0], [187935.4, 2139.9], [187931.8, 2139.8], [187928.4, 2139.7], [187928.0, 2133.0], [187927.4, 2126.0], [187926.9, 2118.8], [187926.4, 2111.4], [187925.2, 2096.2], [187924.6, 2088.7], [187923.9, 2081.3], [187923.2, 2072.3], [187922.4, 2063.5], [187921.8, 2054.6], [187921.2, 2045.5], [187920.9, 2036.9], [187920.6, 2028.3], [187920.5, 2024.1], [187920.4, 2020.0], [187920.3, 2016.2], [187920.2, 2012.5], [187920.1, 2009.9], [187920.0, 2007.2], [187920.0, 2005.7], [187919.9, 2004.1], [187919.8, 2002.3], [187919.7, 2000.2], [187925.5, 2000.2], [187930.8, 2000.1], [187935.6, 2000.1], [187940.2, 2000.0], [187944.5, 2000.0], [187953.0, 1999.9], [187992.6, 1999.9], [188000.0, 2000.0]]","0, 180",M0002
