下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0003,s000164,1,"[[110000.0, 2000.0], [110000.0, 2068.0], [109798.8, 2068.0], [109798.8, 2000.0], [110000.0, 2000.0]]","0, 180",M0003
L0003,s000165,1,"[[110000.0, 3000.0], [110000.0, 3060.0], [109867.0, 3060.0], [109867.0, 3000.0], [110000.0, 3000.0]]","0, 180",M0003
L0003,s000166,1,"[[112000.0, 1000.0], [111950.0, 1000.0], [111705.0, 1063.3], [111696.5, 1075.7], [111696.5, 1125.7], [111698.3, 1126.5], [111703.1, 1128.9], [111707.6, 1131.2], [111712.0, 1133.8], [111715.7, 1136.1], [111719.2, 1138.7], [111721.5, 1140.6], [111723.8, 1142.6], [111728.5, 1147.3], [111730.2, 1149.3], [111732.0, 1151.2], [111735.2, 1155.0], [111743.2, 1155.8], [111751.4, 1156.6], [111758.4, 1157.1], [111765.5, 1157.7], [111771.4, 1158.1], [111777.3, 1158.3], [111783.3, 1158.5], [111789.2, 1158.6], [111839.2, 1158.6], [111849.4, 1158.5], [111870.2, 1157.9], [111880.6, 1157.4], [111891.1, 1156.9], [111900.0, 1156.4], [111904.9, 1156.1], [111912.5, 1155.7], [111920.0, 1155.2], [111925.7, 1154.7], [111931.3, 1154.2], [111942.4, 1152.9], [111953.1, 1151.7], [111958.4, 1151.0], [111963.8, 1150.3], [111968.4, 1149.6], [111973.1, 1148.8], [111979.9, 1147.5], [111983.4, 1146.9], [111986.9, 1146.2], [111991.6, 1145.3], [111996.4, 1144.5], [112001.0, 1143.7], [112003.2, 1143.3], [112005.3, 1142.9], [112007.0, 1142.6], [112008.8, 1142.3], [112009.8, 1142.2], [112012.0, 1141.8], [112013.2, 1141.6], [112013.2, 1091.6], [112012.9, 1089.2], [112012.6, 1086.7], [112012.2, 1084.1], [112011.9, 1081.4], [112011.1, 1075.8], [112010.2, 1070.2], [112009.3, 1064.7], [112008.4, 1059.3], [112006.8, 1048.9], [112005.2, 1038.4], [112004.3, 1032.8], [112003.4, 1027.1], [112002.7, 1022.1], [112002.0, 1017.0], [112001.7, 1014.5], [112001.5, 1012.1], [112001.2, 1009.8], [112000.9, 1007.6], [112000.7, 1006.0], [112000.5, 1004.3], [112000.3, 1002.3], [112000.1, 1001.2], [112000.0, 1000.0]]","0, 180",M0003
L0003,s000167,1,"[[112000.0, 2000.0], [112014.6, 2171.5], [111993.0, 2176.0], [111988.8, 2176.9], [111985.8, 2177.6], [111982.5, 2178.2], [111975.6, 2179.7], [111967.4, 2181.5], [111959.3, 2183.2], [111953.5, 2184.5], [111947.9, 2185.6], [111944.2, 2186.3], [111943.1, 2186.5], [111941.9, 2186.7], [111939.3, 2187.0], [111935.3, 2187.3], [111932.1, 2187.4], [111928.6, 2187.2], [111924.9, 2186.6], [111922.6, 2186.2], [111920.3, 2185.5], [111917.2, 2184.5], [111914.4, 2183.4], [111912.5, 2182.5], [111910.8, 2181.6], [111909.4, 2180.8], [111908.1, 2180.2], [111903.7, 2177.7], [111900.5, 2173.7], [111899.6, 2172.5], [111898.8, 2171.5], [111897.9, 2170.2], [111896.9, 2168.8], [111895.9, 2167.3], [111894.9, 2165.6], [111893.9, 2163.8], [111892.1, 2159.9], [111891.5, 2158.1], [111890.9, 2156.4], [111890.5, 2155.0], [111890.3, 2153.8], [111890.0, 2152.9], [111889.9, 2152.1], [111889.7, 2151.3], [111889.4, 2150.4], [111889.1, 2149.3], [111888.8, 2148.0], [111888.4, 2145.8], [111888.0, 2143.7], [111887.6, 2141.4], [111886.8, 2136.0], [111886.5, 2133.3], [111885.4, 2124.2], [111885.1, 2120.6], [111883.9, 2107.0], [111883.1, 2097.7], [111882.0, 2085.9], [111880.8, 2073.8], [111879.9, 2062.4], [111879.0, 2051.4], [111878.1, 2040.3], [111877.0, 2026.6], [111876.6, 2021.9], [111876.2, 2016.6], [111875.9, 2011.1], [111875.7, 2008.3], [111875.6, 2001.3], [111875.6, 1994.3], [111875.7, 1992.8], [111875.8, 1991.1], [111876.0, 1988.6], [111876.4, 1986.2], [111876.7, 1984.6], [111877.0, 1983.1], [111877.6, 1980.3], [111878.1, 1978.8], [111878.7, 1977.0], [111879.4, 1975.2], [111880.2, 1973.2], [111881.2, 1971.3], [111882.4, 1969.4], [111884.4, 1966.6], [111885.5, 1965.4], [111886.4, 1964.4], [111887.3, 1963.5], [111888.0, 1962.8], [111889.1, 1961.7], [111890.2, 1960.6], [111890.9, 1959.9], [111891.8, 1959.1], [111892.9, 1958.2], [111894.4, 1957.0], [111895.7, 1956.0], [111897.1, 1955.1], [111899.2, 1953.9], [111901.2, 1952.9], [111903.1, 1952.1], [111904.7, 1951.6], [111906.3, 1951.1], [111907.6, 1950.7], [111908.7, 1950.5], [111909.7, 1950.2], [111911.0, 1949.9], [111912.4, 1949.6], [111914.3, 1949.2], [111916.5, 1948.8], [111920.0, 1948.4], [111921.6, 1948.4], [111923.0, 1948.3], [111924.4, 1948.4], [111928.2, 1948.4], [111930.8, 1948.3], [111945.7, 1948.3], [111951.9, 1948.4], [111972.6, 1948.4], [111995.6, 1948.3], [112000.0, 2000.0]]","0, 180",M0003
L0003,s000168,1,"[[112000.0, 3000.0], [112000.0, 3207.1], [111838.0, 3207.1], [111838.0, 3000.0], [112000.0, 3000.0]]","0, 180",M0003
L0003,s000169,1,"[[114000.0, 1000.0], [114000.0, 1182.0], [113919.8, 1182.0], [113919.8, 1000.0], [114000.0, 1000.0]]","0, 180",M0003
L0003,s000170,1,"[[114000.0, 2000.0], [114000.7, 1804.6], [114005.2, 1804.7], [114010.0, 1804.7], [114015.1, 1804.8], [114020.4, 1804.9], [114031.4, 1805.1], [114036.9, 1805.3], [114042.4, 1805.4], [114051.2, 1805.6], [114059.8, 1806.0], [114078.3, 1807.0], [114080.6, 1807.2], [114097.0, 1808.5], [114115.8, 1810.3], [114134.5, 1812.2], [114176.0, 1816.7], [114222.1, 1821.7], [114258.0, 1825.6], [114274.9, 1827.5], [114283.4, 1828.4], [114291.8, 1829.1], [114303.7, 1829.9], [114315.5, 1830.5], [114325.2, 1831.0], [114334.9, 1831.3], [114340.2, 1831.2], [114345.4, 1830.9], [114355.9, 1830.2], [114372.9, 1828.4], [114384.4, 1826.8], [114389.9, 1826.1], [114406.7, 1823.5], [114423.5, 1820.6], [114443.0, 1817.1], [114457.4, 1814.2], [114471.6, 1811.3], [114485.8, 1808.6], [114492.9, 1807.3], [114500.2, 1805.9], [114510.1, 1804.2], [114519.9, 1802.5], [114524.7, 1801.7], [114529.4, 1800.9], [114533.9, 1800.1], [114538.2, 1799.4], [114541.7, 1798.7], [114545.4, 1798.0], [114547.4, 1797.6], [114549.5, 1797.2], [114551.8, 1796.7], [114554.4, 1796.2], [114557.0, 1807.9], [114559.4, 1808.0], [114561.6, 1808.1], [114563.6, 1808.1], [114565.5, 1808.2], [114569.1, 1808.3], [114588.2, 1808.3], [114596.4, 1808.1], [114604.7, 1808.0], [114615.8, 1807.6], [114624.5, 1807.2], [114626.7, 1807.2], [114644.2, 1806.1], [114656.6, 1805.1], [114669.1, 1803.9], [114676.9, 1802.9], [114684.7, 1801.7], [114692.3, 1800.5], [114696.0, 1799.9], [114699.5, 1799.3], [114702.8, 1798.8], [114706.3, 1798.3], [114710.0, 1797.7], [114712.1, 1797.3], [114714.3, 1797.0], [114715.3, 1800.2], [114716.2, 1803.3], [114718.1, 1809.0], [114721.0, 1817.6], [114724.1, 1826.4], [114724.8, 1828.3], [114727.5, 1835.5], [114731.0, 1844.5], [114735.1, 1855.2], [114739.3, 1865.8], [114744.8, 1879.0], [114750.6, 1892.2], [114755.9, 1903.6], [114759.9, 1912.2], [114761.2, 1915.0], [114763.8, 1920.6], [114766.1, 1925.5], [114766.4, 1926.0], [114768.9, 1931.2], [114771.2, 1936.1], [114768.6, 1938.6], [114766.1, 1941.2], [114764.0, 1943.9], [114762.0, 1946.8], [114759.9, 1950.1], [114758.0, 1953.6], [114756.1, 1957.6], [114754.6, 1961.7], [114753.7, 1965.0], [114752.9, 1968.3], [114751.6, 1975.0], [114750.4, 1983.5], [114749.5, 1992.0], [114749.0, 2000.8], [114748.7, 2009.7], [114748.6, 2015.0], [114748.5, 2019.9], [114748.4, 2025.0], [114748.4, 2030.0], [114745.4, 2030.2], [114742.4, 2030.4], [114736.0, 2030.8], [114729.3, 2031.2], [114722.7, 2031.6], [114714.5, 2032.0], [114706.4, 2032.3], [114698.8, 2032.7], [114691.1, 2033.0], [114677.8, 2033.1], [114664.5, 2033.0], [114631.8, 2033.0], [114613.1, 2032.6], [114594.3, 2031.8], [114578.1, 2030.9], [114561.9, 2029.9], [114521.7, 2027.4], [114492.7, 2025.5], [114455.8, 2023.0], [114416.0, 2020.1], [114383.4, 2017.7], [114359.9, 2016.3], [114336.5, 2015.5], [114321.5, 2015.3], [114306.3, 2015.2], [114295.0, 2015.1], [114262.4, 2015.1], [114255.0, 2056.7], [113999.8, 2056.7], [114000.0, 2000.0]]","0, 180",M0003
L0003,s000171,1,"[[114000.0, 3000.0], [114006.7, 2998.4], [114023.4, 2994.4], [114040.2, 2990.5], [114048.5, 2988.5], [114056.6, 2986.7], [114064.5, 2984.9], [114072.2, 2983.2], [114079.5, 2981.5], [114086.4, 2979.9], [114098.2, 3017.8], [114100.2, 3017.4], [114101.9, 3017.1], [114103.4, 3016.8], [114104.8, 3016.5], [114107.4, 3015.9], [114109.8, 3015.4], [114113.3, 3014.7], [114116.9, 3014.0], [114120.8, 3013.2], [114124.7, 3012.3], [114132.9, 3010.7], [114138.3, 3009.6], [114141.2, 3009.0], [114151.8, 3006.9], [114162.1, 3004.9], [114182.4, 3001.1], [114205.6, 2997.0], [114229.1, 2993.1], [114247.4, 2990.5], [114265.8, 2988.1], [114279.9, 2986.4], [114294.1, 2984.9], [114308.9, 2983.6], [114323.7, 2982.7], [114341.4, 2981.9], [114359.0, 2981.3], [114377.7, 2980.7], [114396.3, 2980.4], [114410.9, 2980.4], [114425.4, 2980.6], [114446.3, 2981.2], [114465.0, 2981.9], [114483.9, 2982.9], [114495.1, 2983.6], [114506.2, 2984.4], [114517.2, 2985.1], [114522.5, 2985.4], [114527.7, 2985.8], [114533.6, 2986.1], [114539.5, 2986.5], [114542.6, 2986.6], [114545.9, 2986.8], [114549.3, 2987.0], [114553.0, 2987.2], [114553.0, 2998.1], [114548.9, 3000.6], [114545.1, 3003.0], [114537.6, 3007.6], [114527.2, 3013.9], [114516.5, 3020.3], [114504.8, 3027.0], [114493.2, 3033.5], [114483.1, 3039.2], [114473.1, 3045.0], [114465.8, 3049.5], [114462.3, 3051.9], [114458.9, 3054.4], [114455.6, 3057.0], [114452.4, 3059.8], [114446.3, 3065.8], [114441.8, 3071.1], [114439.8, 3073.9], [114437.9, 3076.8], [114436.1, 3080.2], [114434.5, 3083.7], [114433.2, 3087.3], [114432.2, 3091.0], [114431.4, 3094.2], [114430.8, 3097.5], [114429.9, 3104.0], [114429.4, 3108.5], [114429.1, 3113.1], [114429.3, 3118.7], [114429.7, 3124.4], [114430.5, 3131.1], [114431.7, 3137.7], [114432.8, 3142.1], [114433.9, 3146.4], [114435.1, 3150.7], [114436.3, 3154.7], [114433.7, 3162.7], [114430.5, 3162.4], [114427.5, 3162.1], [114424.7, 3161.8], [114422.0, 3161.6], [114416.8, 3161.0], [114411.8, 3160.6], [114402.5, 3159.7], [114392.8, 3158.7], [114383.0, 3157.8], [114373.1, 3156.8], [114356.0, 3155.1], [114339.1, 3153.6], [114328.7, 3152.9], [114318.3, 3152.3], [114297.4, 3151.7], [114284.8, 3151.4], [114272.1, 3151.4], [114255.1, 3151.6], [114221.1, 3152.6], [114210.2, 3153.0], [114201.9, 3153.4], [114193.5, 3154.0], [114176.9, 3155.3], [114157.7, 3156.8], [114138.4, 3158.4], [114106.4, 3161.5], [114104.2, 3161.7], [114083.0, 3164.1], [114064.4, 3166.4], [114049.7, 3168.5], [114045.8, 3169.0], [114027.8, 3171.9], [114009.6, 3174.9], [113972.3, 3190.0], [113969.4, 3180.0], [113966.5, 3170.0], [113955.1, 3131.0], [113949.4, 3111.6], [113942.8, 3089.1], [113936.2, 3066.5], [113929.6, 3044.1], [113926.3, 3033.0], [113923.1, 3022.1], [113926.5, 3021.0], [113929.7, 3020.0], [113932.6, 3019.1], [113935.4, 3018.2], [113938.1, 3017.3], [113940.6, 3016.5], [113945.2, 3015.1], [113949.4, 3013.8], [113953.4, 3012.5], [113957.4, 3011.4], [113961.3, 3010.2], [113968.1, 3008.3], [113975.2, 3006.4], [113982.7, 3004.4], [113990.5, 3002.4], [113998.5, 3000.4], [114000.0, 3000.0]]","0, 180",M0003
L0003,s000172,1,"[[116000.0, 1000.0], [115980.0, 1000.0], [115968.6, 974.8], [115968.6, 954.8], [115969.9, 953.0], [115972.9, 949.0], [115974.5, 946.9], [115977.9, 942.6], [115979.6, 940.5], [115981.4, 938.5], [115984.7, 934.6], [115988.2, 931.0], [115990.0, 929.3], [115991.9, 927.6], [115993.8, 926.0], [115995.8, 924.5], [115997.8, 922.9], [115999.9, 921.6], [116001.1, 920.9], [116002.3, 920.3], [116004.8, 919.2], [116006.4, 918.4], [116008.0, 917.7], [116009.6, 917.1], [116011.3, 916.6], [116014.7, 915.7], [116018.2, 914.9], [116021.7, 914.3], [116027.2, 913.5], [116032.6, 912.8], [116039.9, 912.0], [116047.2, 911.3], [116053.8, 910.8], [116060.5, 910.4], [116063.3, 910.2], [116068.6, 909.8], [116074.0, 909.3], [116077.7, 909.0], [116081.4, 908.6], [116090.7, 907.1], [116093.8, 906.5], [116096.9, 905.8], [116100.0, 905.0], [116105.2, 903.6], [116115.2, 900.2], [116121.1, 898.0], [116127.0, 895.7], [116132.5, 893.4], [116137.9, 890.9], [116140.6, 889.6], [116143.3, 888.4], [116145.0, 887.5], [116148.4, 885.8], [116150.3, 884.8], [116152.3, 883.6], [116153.3, 883.1], [116154.3, 882.5], [116155.2, 882.0], [116155.9, 881.6], [116156.5, 881.2], [116157.0, 880.9], [116157.1, 880.9], [116157.2, 880.8], [116157.4, 880.7], [116177.4, 880.7], [116178.0, 976.0], [116178.0, 996.0], [116154.7, 996.0], [116153.9, 995.9], [116144.0, 995.9], [116140.4, 995.8], [116137.5, 995.8], [116134.7, 995.7], [116129.2, 995.6], [116123.4, 995.5], [116117.6, 995.5], [116111.7, 995.4], [116105.9, 995.2], [116100.0, 995.2], [116094.1, 995.1], [116083.3, 995.0], [116071.3, 995.0], [116054.1, 995.1], [116047.9, 995.2], [116041.8, 995.2], [116035.6, 995.3], [116029.5, 995.6], [116026.2, 995.8], [116022.9, 996.2], [116022.4, 996.3], [116016.5, 997.0], [116010.5, 997.8], [116007.9, 998.3], [116005.4, 998.8], [116000.0, 1000.0]]","0, 180",M0003
L0003,s000173,1,"[[116000.0, 2000.0], [115998.9, 2004.2], [115998.1, 2007.1], [115995.3, 2019.1], [115993.9, 2026.6], [115992.2, 2037.4], [115990.9, 2048.2], [115990.1, 2056.4], [115989.6, 2062.6], [115989.1, 2069.2], [115988.9, 2071.9], [115988.8, 2074.0], [115988.7, 2076.1], [115988.6, 2078.0], [115988.5, 2079.6], [115988.5, 2080.9], [115988.4, 2081.7], [115988.4, 2083.7], [115988.5, 2085.4], [115988.5, 2087.2], [115988.6, 2089.0], [115988.7, 2091.1], [115988.9, 2093.2], [115989.1, 2096.0], [115989.5, 2102.5], [115990.0, 2108.7], [115990.8, 2117.0], [115992.1, 2127.7], [115993.7, 2138.6], [115995.1, 2146.0], [115997.8, 2158.1], [115998.5, 2161.0], [115999.6, 2165.1], [116001.0, 2170.2], [116002.4, 2175.0], [116004.1, 2180.5], [116005.7, 2185.0], [116007.5, 2189.5], [116011.4, 2198.8], [116013.1, 2202.7], [116015.4, 2207.8], [116016.6, 2210.5], [116017.9, 2213.3], [116025.4, 2229.8], [115949.5, 2299.7], [115879.0, 2271.9], [115881.5, 2252.7], [115881.7, 2250.5], [115882.2, 2247.3], [115882.6, 2243.9], [115883.3, 2237.7], [115883.8, 2233.6], [115884.3, 2228.9], [115884.7, 2223.2], [115885.1, 2217.7], [115885.3, 2213.2], [115885.5, 2207.7], [115885.6, 2204.3], [115885.6, 2200.3], [115885.4, 2195.9], [115885.3, 2193.7], [115884.9, 2190.1], [115884.3, 2186.3], [115883.3, 2180.4], [115882.4, 2176.4], [115881.6, 2172.1], [115880.1, 2164.4], [115878.1, 2153.1], [115876.8, 2144.1], [115875.4, 2132.7], [115875.1, 2129.2], [115874.1, 2120.2], [115873.4, 2112.7], [115873.1, 2108.1], [115872.8, 2103.5], [115872.5, 2095.4], [115872.4, 2088.8], [115872.3, 2085.6], [115872.3, 2080.6], [115872.4, 2079.0], [115872.4, 2074.2], [115872.6, 2069.2], [115872.9, 2061.2], [115873.6, 2052.0], [115874.3, 2044.4], [115875.3, 2035.4], [115875.6, 2032.0], [115877.1, 2020.5], [115878.4, 2011.6], [115880.4, 2000.3], [115882.0, 1992.6], [115882.8, 1988.3], [115883.7, 1984.2], [115884.7, 1978.4], [115885.3, 1974.6], [115885.7, 1971.0], [115885.9, 1968.8], [115886.0, 1964.4], [115886.1, 1960.4], [115886.0, 1957.0], [115885.8, 1951.5], [115885.6, 1947.0], [115885.3, 1941.5], [115884.9, 1935.8], [115884.4, 1931.1], [115883.9, 1926.9], [115883.2, 1920.8], [115882.7, 1916.3], [115882.2, 1912.0], [115879.8, 1892.7], [115950.4, 1865.2], [116026.0, 1935.5], [116018.4, 1951.9], [116017.2, 1954.7], [116015.4, 1958.7], [116013.6, 1962.6], [116011.9, 1966.4], [116007.9, 1975.7], [116004.5, 1984.7], [116002.8, 1990.1], [116001.4, 1995.0], [116000.0, 2000.0]]","0, 180",M0003
L0003,s000174,1,"[[116000.0, 3000.0], [116000.0, 2968.0], [115863.0, 2968.0], [115863.0, 3000.0], [116000.0, 3000.0]]","0, 180",M0003
L0003,s000175,1,"[[118000.0, 1000.0], [118000.2, 986.8], [118000.2, 973.3], [118000.0, 959.6], [117999.2, 944.5], [117997.8, 929.6], [117995.9, 914.5], [117992.8, 897.2], [117989.2, 880.1], [117985.0, 863.0], [117980.5, 846.0], [117970.9, 812.8], [117966.0, 795.9], [117961.3, 779.6], [117956.8, 763.1], [117952.6, 746.6], [117949.0, 730.1], [117945.9, 713.6], [117945.6, 711.3], [117945.2, 708.6], [117943.7, 695.7], [117889.8, 704.2], [117846.7, 710.7], [117825.0, 713.7], [117803.5, 716.5], [117760.2, 721.4], [117738.4, 723.3], [117716.9, 724.9], [117695.3, 726.1], [117673.7, 726.8], [117657.2, 726.7], [117640.6, 726.3], [117624.0, 725.7], [117607.2, 724.7], [117599.1, 724.2], [117590.8, 723.5], [117574.1, 722.0], [117557.7, 720.3], [117541.0, 718.2], [117524.5, 715.9], [117508.1, 713.3], [117491.8, 710.5], [117475.2, 707.3], [117472.9, 706.8], [117468.1, 705.9], [117461.0, 724.1], [117459.0, 728.5], [117456.9, 732.8], [117454.5, 736.8], [117451.8, 740.4], [117448.6, 743.9], [117445.0, 747.2], [117441.1, 750.1], [117436.5, 752.9], [117431.6, 755.4], [117426.5, 757.5], [117421.2, 759.4], [117418.6, 760.3], [117416.0, 761.0], [117410.4, 762.4], [117404.7, 763.5], [117399.0, 764.3], [117387.3, 765.4], [117375.4, 765.8], [117361.5, 765.6], [117347.7, 764.7], [117340.8, 764.1], [117334.0, 763.3], [117320.4, 761.5], [117306.5, 759.5], [117283.1, 755.7], [117278.5, 782.0], [117275.0, 802.9], [117271.7, 823.9], [117267.0, 861.6], [117265.2, 880.5], [117263.8, 899.7], [117262.7, 918.6], [117262.1, 937.6], [117261.8, 958.5], [117261.8, 979.4], [117262.0, 1000.0], [117261.8, 1020.5], [117261.8, 1041.5], [117262.1, 1062.3], [117262.7, 1081.3], [117263.8, 1100.3], [117265.2, 1119.5], [117267.0, 1138.4], [117271.7, 1176.1], [117275.0, 1197.0], [117278.5, 1217.9], [117283.1, 1244.2], [117306.5, 1240.5], [117320.4, 1238.4], [117334.0, 1236.6], [117340.8, 1235.9], [117347.7, 1235.2], [117361.5, 1234.4], [117375.4, 1234.1], [117387.3, 1234.5], [117399.0, 1235.6], [117404.7, 1236.5], [117410.4, 1237.6], [117416.0, 1238.9], [117418.6, 1239.7], [117421.2, 1240.5], [117426.5, 1242.4], [117431.6, 1244.6], [117436.5, 1247.1], [117441.1, 1249.8], [117445.0, 1252.8], [117448.6, 1256.0], [117451.8, 1259.5], [117454.5, 1263.2], [117456.9, 1267.1], [117459.0, 1271.4], [117461.0, 1275.9], [117468.1, 1294.1], [117472.9, 1293.1], [117475.2, 1292.7], [117491.8, 1289.5], [117508.1, 1286.6], [117524.5, 1284.1], [117541.0, 1281.7], [117557.7, 1279.7], [117574.1, 1277.9], [117590.8, 1276.4], [117599.1, 1275.8], [117607.2, 1275.2], [117624.0, 1274.3], [117640.6, 1273.6], [117657.2, 1273.2], [117673.7, 1273.2], [117695.3, 1273.9], [117716.9, 1275.0], [117738.4, 1276.6], [117760.2, 1278.5], [117803.5, 1283.4], [117825.0, 1286.2], [117846.7, 1289.2], [117889.8, 1295.7], [117943.7, 1304.3], [117945.2, 1291.3], [117945.6, 1288.7], [117945.9, 1286.3], [117949.0, 1269.8], [117952.6, 1253.3], [117956.8, 1236.8], [117961.3, 1220.3], [117966.0, 1204.1], [117970.9, 1187.1], [117980.5, 1153.9], [117985.0, 1137.0], [117989.2, 1119.9], [117992.8, 1102.8], [117995.9, 1085.4], [117997.8, 1070.4], [117999.2, 1055.4], [118000.0, 1040.3], [118000.2, 1026.7], [118000.2, 1013.1], [118000.0, 1000.0]]","0, 180",M0003
L0003,s000176,1,"[[118000.0, 2000.0], [118000.0, 1982.0], [117841.1, 1982.0], [117826.9, 2000.0], [117826.0, 2001.1], [117826.0, 2008.1], [117843.5, 2030.2], [117863.0, 2030.2], [117863.0, 2052.4], [118000.0, 2052.4], [118000.0, 2000.0]]","0, 180",M0003
L0003,s000177,1,"[[118000.0, 3000.0], [118000.0, 3045.7], [118000.1, 3048.0], [118000.3, 3050.2], [118000.8, 3052.8], [118001.4, 3055.4], [118002.4, 3058.0], [118003.5, 3060.3], [118004.7, 3062.6], [118006.2, 3065.0], [118007.8, 3066.9], [118009.6, 3068.8], [118013.3, 3071.5], [118017.3, 3073.7], [118021.6, 3075.2], [118025.7, 3076.4], [118030.0, 3077.2], [118034.1, 3077.4], [118037.7, 3077.5], [118231.3, 3077.5], [118234.9, 3077.4], [118238.9, 3077.2], [118243.3, 3076.4], [118247.4, 3075.2], [118251.6, 3073.7], [118255.7, 3071.5], [118259.3, 3068.8], [118261.2, 3066.9], [118262.8, 3065.0], [118264.3, 3062.6], [118265.5, 3060.3], [118266.6, 3058.0], [118267.5, 3055.4], [118268.2, 3052.8], [118268.7, 3050.2], [118268.8, 3048.0], [118269.0, 3045.7], [118269.0, 2985.0], [118000.0, 2985.0], [118000.0, 3000.0]]","0, 180",M0003
L0003,s000178,1,"[[120000.0, 1000.0], [120031.0, 992.0], [120046.6, 988.3], [120062.4, 984.9], [120078.3, 982.0], [120094.6, 979.7], [120104.3, 978.7], [120113.8, 978.1], [120123.3, 978.1], [120127.8, 978.4], [120132.3, 978.8], [120136.8, 979.6], [120141.1, 980.5], [120145.3, 981.8], [120149.2, 983.3], [120153.2, 985.2], [120157.1, 987.5], [120160.8, 990.1], [120164.2, 992.9], [120170.9, 999.4], [120171.5, 1000.2], [120172.3, 1001.1], [120173.0, 1002.0], [120175.9, 1006.1], [120178.6, 1010.5], [120181.0, 1015.0], [120183.3, 1019.8], [120191.4, 1038.0], [120196.2, 1037.0], [120196.8, 1036.9], [120198.5, 1036.5], [120214.7, 1033.3], [120230.9, 1030.3], [120247.4, 1027.7], [120263.8, 1025.3], [120280.4, 1023.3], [120296.9, 1021.5], [120313.6, 1020.1], [120321.9, 1019.5], [120329.9, 1018.9], [120346.7, 1018.1], [120363.4, 1017.5], [120379.9, 1017.2], [120396.4, 1017.2], [120418.1, 1017.9], [120439.7, 1019.1], [120461.3, 1020.7], [120483.0, 1022.7], [120526.2, 1027.5], [120547.9, 1030.3], [120569.6, 1033.4], [120612.8, 1039.8], [120666.5, 1048.2], [120668.1, 1034.7], [120668.4, 1032.5], [120668.7, 1030.2], [120670.4, 1018.4], [120672.5, 1006.8], [120675.0, 995.5], [120679.5, 980.0], [120684.9, 964.6], [120690.8, 949.3], [120696.7, 934.8], [120702.5, 920.0], [120707.9, 904.8], [120712.3, 889.9], [120715.8, 874.9], [120718.7, 859.8], [120719.5, 854.0], [120720.3, 848.2], [120720.9, 842.4], [120722.3, 822.7], [120722.8, 803.2], [120722.8, 574.8], [120722.3, 555.2], [120720.9, 535.6], [120720.3, 529.7], [120719.5, 524.0], [120718.7, 518.1], [120715.8, 503.1], [120712.3, 488.0], [120707.9, 473.2], [120702.6, 458.0], [120696.7, 443.0], [120690.8, 428.6], [120684.9, 413.4], [120679.5, 397.9], [120675.0, 382.5], [120672.5, 371.2], [120670.4, 359.6], [120668.7, 347.7], [120668.4, 345.4], [120668.1, 343.0], [120666.5, 329.7], [120612.7, 338.1], [120569.6, 344.6], [120547.9, 347.6], [120526.3, 350.4], [120483.0, 355.3], [120461.3, 357.2], [120439.8, 358.8], [120418.1, 360.0], [120396.5, 360.8], [120379.9, 360.8], [120363.5, 360.5], [120346.6, 359.9], [120330.1, 359.0], [120321.9, 358.5], [120313.6, 357.8], [120296.9, 356.4], [120280.4, 354.6], [120263.8, 352.6], [120247.4, 350.2], [120231.0, 347.6], [120214.7, 344.6], [120198.5, 341.4], [120198.0, 341.3], [120196.3, 340.9], [120191.4, 339.9], [120183.3, 358.1], [120181.0, 362.9], [120178.6, 367.4], [120175.9, 371.8], [120173.0, 375.9], [120172.3, 376.8], [120171.6, 377.7], [120170.9, 378.5], [120164.3, 385.1], [120160.8, 387.8], [120157.1, 390.4], [120153.2, 392.7], [120149.3, 394.7], [120145.3, 396.1], [120141.1, 397.4], [120136.8, 398.3], [120132.4, 399.1], [120127.9, 399.6], [120123.3, 399.8], [120113.8, 399.8], [120104.3, 399.2], [120094.6, 398.2], [120078.3, 395.9], [120062.4, 393.0], [120046.6, 389.6], [120031.0, 385.9], [120000.0, 377.9], [119990.3, 375.4], [119938.1, 544.9], [119952.4, 550.2], [119957.9, 552.4], [119963.1, 554.5], [119971.1, 557.9], [119978.6, 561.7], [119985.7, 566.1], [119989.8, 569.2], [119993.6, 572.6], [119997.1, 576.3], [119999.6, 579.5], [120001.9, 582.9], [120004.0, 586.4], [120007.0, 592.6], [120009.5, 599.1], [120011.5, 605.8], [120012.4, 610.3], [120013.2, 614.8], [120013.6, 619.4], [120013.8, 624.0], [120013.8, 628.9], [120013.6, 634.0], [120013.8, 638.8], [120013.8, 643.3], [120013.6, 647.6], [120013.3, 651.1], [120012.9, 654.4], [120012.2, 659.0], [120012.9, 663.4], [120013.2, 665.6], [120013.8, 689.2], [120013.8, 694.1], [120013.5, 699.0], [120013.0, 703.4], [120012.2, 708.1], [120011.1, 713.9], [120012.1, 719.8], [120012.8, 724.7], [120013.2, 728.5], [120013.6, 744.0], [120013.8, 749.0], [120013.8, 753.9], [120013.6, 758.5], [120013.2, 763.1], [120012.4, 767.6], [120011.5, 772.1], [120009.5, 778.8], [120007.0, 785.3], [120004.0, 791.5], [120001.9, 795.0], [119999.6, 798.4], [119997.1, 801.6], [119993.6, 805.3], [119989.8, 808.7], [119985.7, 811.8], [119978.6, 816.2], [119971.1, 820.0], [119963.1, 823.4], [119957.9, 825.5], [119952.4, 827.7], [119938.0, 833.1], [119990.3, 1002.5], [120000.0, 1000.0]]","0, 180",M0003
